x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
35,0,343403,1,10,1,4,1,0,1,0,0,40,0,0
48,1,104790,5,7,0,10,0,0,0,0,0,50,0,1
39,2,473547,7,6,2,9,2,1,0,0,0,40,0,0
53,2,260106,9,15,2,0,1,0,1,0,0,50,0,0
49,6,168232,0,9,0,3,0,0,0,0,0,40,0,1
31,0,348491,2,13,1,2,1,1,1,0,0,40,0,0
36,0,24106,0,9,0,1,0,0,0,3103,0,40,0,1
60,5,197553,1,10,0,2,0,0,0,7688,0,50,0,1
29,0,421065,0,9,1,6,1,0,0,0,0,48,0,0
54,5,138852,1,10,0,4,0,0,0,0,0,45,0,1
28,3,169631,6,12,6,7,4,0,1,0,0,3,0,0
34,0,379412,0,9,0,1,0,0,0,0,0,50,0,0
30,0,181992,1,10,1,4,1,1,1,0,0,35,0,0
19,0,365640,0,9,1,13,1,0,1,0,0,45,2,0
26,0,236564,0,9,1,9,1,0,0,0,0,40,0,0
47,0,363418,1,10,1,4,1,0,0,0,0,70,0,1
50,0,112351,0,9,2,2,3,0,0,0,0,38,0,0
30,0,204704,2,13,1,2,3,0,1,0,0,45,0,1
44,0,54611,1,10,2,6,1,0,0,0,0,50,0,0
49,0,128132,0,9,0,4,0,0,0,0,0,60,0,1
75,1,30599,3,14,5,0,1,0,1,0,0,50,0,0
37,0,379522,2,13,0,4,0,0,0,0,0,55,0,1
51,4,196504,0,9,2,1,3,0,0,0,0,38,0,0
35,0,82552,0,9,1,1,3,0,0,0,0,35,0,0
28,0,104024,1,10,1,4,5,0,1,0,0,40,0,0
66,1,293114,0,9,0,10,0,0,0,1409,0,40,0,0
72,0,74141,10,5,0,2,4,2,1,0,0,48,0,1
39,0,192337,2,13,3,4,1,0,0,0,0,50,0,0
27,0,262478,0,9,1,10,2,1,0,0,0,30,0,0
57,0,185072,1,10,1,3,5,1,1,0,0,40,11,0
24,0,296045,8,4,0,1,0,0,0,2635,0,38,0,0
28,0,246595,0,9,1,1,2,0,0,0,0,70,0,0
23,0,54472,1,10,5,5,1,0,1,0,0,50,0,0
31,0,331065,2,13,1,2,1,0,1,0,1408,40,0,0
23,0,161708,1,10,1,5,2,0,1,0,0,20,0,0
31,0,264936,1,10,1,5,1,0,1,0,0,40,0,0
27,2,113545,2,13,1,0,1,0,1,0,0,40,0,0
30,0,212237,2,13,0,0,0,0,0,0,1740,45,0,0
31,0,170430,9,15,1,0,1,0,1,0,0,80,2,0
34,0,173806,3,14,1,0,1,0,0,4865,0,60,0,0
57,6,370890,0,9,1,3,1,0,0,0,2258,40,0,0
39,0,505119,3,14,0,2,0,0,0,0,0,40,9,1
23,0,193089,5,7,1,1,2,0,0,0,0,40,0,0
24,2,33432,6,12,0,5,4,0,1,0,0,40,0,0
36,0,103110,12,16,1,0,1,0,0,0,0,40,10,0
32,0,160362,1,10,2,5,5,0,0,0,0,40,25,0
35,0,204621,6,12,2,5,2,0,1,0,0,40,0,0
36,0,35309,2,13,0,2,0,0,0,0,0,40,0,0
23,3,154373,2,13,1,7,1,0,1,0,0,50,0,0
47,0,194772,4,11,0,6,0,0,0,0,0,40,0,1
35,0,154410,0,9,1,9,1,0,0,0,0,40,0,0
44,6,220563,1,10,0,11,0,0,0,0,0,40,0,0
32,4,253354,3,14,0,0,0,0,0,0,0,50,0,0
32,0,211699,6,12,0,2,4,0,1,0,1485,40,0,1
63,1,167501,1,10,0,0,4,0,1,20051,0,10,0,1
34,0,229732,4,11,0,1,0,0,0,0,0,40,0,0
47,0,185465,0,9,0,1,0,1,0,0,0,40,0,0
27,0,335764,5,7,0,4,2,1,0,0,0,35,0,0
23,0,460046,0,9,3,2,3,0,1,0,0,42,0,0
19,3,33487,1,10,1,7,5,3,1,0,0,40,0,0
50,0,176924,7,6,0,1,0,0,0,0,0,38,0,0
49,4,213307,1,10,0,0,0,0,0,0,0,40,0,0
36,0,83893,1,10,0,2,0,0,0,0,0,40,0,1
23,0,194102,2,13,1,2,3,0,0,0,0,40,0,0
61,0,238611,8,4,4,5,3,1,1,0,0,38,0,0
41,0,113597,1,10,0,10,0,0,0,0,0,16,0,0
27,1,208406,2,13,0,2,0,0,0,0,0,60,0,1
53,0,274528,2,13,2,2,1,0,0,0,0,70,0,0
17,1,60116,7,6,1,3,2,0,0,0,0,10,0,0
23,3,196816,0,9,1,7,1,0,0,0,0,30,0,0
53,0,166368,1,10,1,1,1,0,0,0,0,40,0,0
28,0,303954,0,9,0,1,0,0,0,0,1848,42,0,1
24,0,99386,2,13,5,0,2,0,1,0,0,40,0,0
22,0,188569,1,10,1,3,1,0,1,0,0,20,0,0
53,0,302868,2,13,0,4,0,0,0,0,0,50,0,1
18,0,283342,5,7,1,5,5,1,0,0,0,20,0,0
24,0,233777,1,10,1,4,3,0,0,0,0,50,1,0
20,0,170038,0,9,1,4,1,0,1,0,0,40,0,0
30,2,261319,8,4,0,8,0,0,0,0,0,40,0,0
37,4,367237,4,11,1,0,1,0,0,8614,0,40,0,1
34,0,126838,0,9,0,8,0,0,0,0,0,40,0,0
19,0,354104,0,9,1,9,2,0,0,0,0,30,0,0
20,0,176321,11,8,1,3,2,0,1,0,0,40,1,0
47,0,85129,0,9,2,5,1,2,1,0,0,40,0,0
20,3,376474,1,10,1,7,2,0,0,0,0,32,0,0
22,0,62507,2,13,1,0,2,0,1,0,0,40,0,0
42,2,111252,3,14,0,2,0,0,0,0,1977,40,0,1
60,0,156889,1,10,2,3,1,0,1,0,0,40,0,0
32,0,549430,0,9,1,13,3,0,1,0,0,40,1,0
46,0,29696,0,9,0,2,0,0,0,0,0,40,0,1
66,0,98837,0,9,4,3,1,0,1,0,0,40,0,0
37,0,86150,2,13,0,5,4,2,1,0,0,30,0,1
34,0,204991,1,10,2,2,2,0,0,0,0,44,0,0
45,0,371886,2,13,1,0,1,0,0,0,0,46,0,0
35,0,103605,5,7,0,10,0,0,0,0,0,40,0,0
63,3,54851,0,9,0,7,0,0,0,0,0,40,0,0
51,2,133050,1,10,0,2,0,1,0,0,0,40,0,1
36,2,126569,1,10,0,12,0,0,0,0,0,40,0,1
25,6,144259,0,9,1,3,2,1,0,0,0,40,0,0
51,0,161482,0,9,2,5,3,0,1,0,0,38,0,0
25,1,305449,1,10,1,6,2,0,0,0,0,40,0,0
19,0,125010,0,9,1,10,2,0,0,0,0,45,0,0
47,0,304133,1,10,0,2,0,0,0,0,0,45,0,0
59,2,120617,0,9,3,12,3,1,1,0,0,40,0,0
34,0,157747,2,13,0,2,0,0,0,0,0,40,0,1
40,0,297396,1,10,3,2,3,0,1,0,0,60,0,0
42,0,121287,0,9,2,6,1,0,0,0,0,45,0,0
28,3,308493,0,9,0,7,4,0,1,0,0,17,38,0
37,0,49115,3,14,0,2,0,0,0,0,0,60,0,1
51,5,208302,6,12,0,4,0,0,0,0,0,38,0,1
25,0,304032,0,9,1,3,2,0,0,0,0,36,0,0
31,6,207301,0,9,0,3,4,0,1,0,0,40,0,1
37,0,123211,0,9,0,5,0,0,0,0,0,44,0,1
42,0,33521,6,12,0,4,0,0,0,0,0,45,0,1
29,3,410351,2,13,1,7,1,0,0,0,0,40,0,0
35,0,410034,1,10,2,4,1,0,0,0,0,50,0,0
51,0,175339,2,13,0,4,0,0,0,0,0,47,0,1
22,3,27937,1,10,1,7,2,0,0,0,0,36,0,0
49,0,168211,1,10,0,1,0,0,0,0,1485,40,0,1
26,0,125680,2,13,1,0,1,2,0,0,0,16,18,0
56,2,160829,0,9,2,3,1,0,1,0,0,46,0,0
52,0,266529,1,10,0,0,0,0,0,0,0,45,0,1
61,1,115023,3,14,0,1,0,0,0,0,0,4,2,0
47,4,224149,2,13,2,2,1,0,1,0,0,40,0,1
52,0,150930,4,11,0,1,0,0,0,0,0,40,0,0
30,0,343699,0,9,2,1,3,0,1,0,0,40,0,0
43,5,172826,1,10,0,4,0,0,0,99999,0,55,0,1
35,0,163392,1,10,0,8,0,2,0,0,0,40,2,0
17,3,103810,11,8,1,7,2,0,0,0,0,40,0,0
42,0,213821,0,9,0,1,0,0,0,0,1887,40,0,1
26,0,211265,1,10,5,1,5,1,1,0,0,35,15,0
58,2,160586,0,9,0,10,0,0,0,0,0,40,0,0
66,0,146454,1,10,0,4,0,0,0,5556,0,40,0,1
30,0,203277,0,9,0,12,0,0,0,0,0,60,0,1
46,0,309895,1,10,3,3,3,0,1,0,0,40,0,0
45,0,26522,1,10,0,3,4,0,1,0,1902,35,0,1
57,0,103809,0,9,1,4,3,0,1,0,0,40,0,0
25,0,90291,2,13,1,2,2,0,0,0,0,40,0,0
21,4,181761,1,10,1,11,2,0,1,0,0,10,0,0
37,0,35330,0,9,2,1,1,0,0,0,1669,55,0,0
45,2,135776,3,14,2,0,1,0,1,0,0,30,0,0
61,3,188172,12,16,4,7,1,0,1,0,0,5,0,0
39,0,179579,0,9,1,1,2,0,0,0,0,40,0,0
42,0,193626,0,9,0,3,4,0,1,0,0,53,0,0
20,0,108887,0,9,1,6,2,0,1,0,0,40,0,0
23,0,199070,0,9,1,12,2,1,0,0,0,16,0,0
25,0,441591,2,13,1,11,2,0,0,0,0,40,0,0
47,0,185254,13,3,1,13,2,0,1,0,0,40,7,0
24,0,109307,0,9,1,4,2,0,0,0,0,45,0,0
20,3,81853,1,10,1,7,2,2,1,0,0,15,0,0
35,0,23621,0,9,1,1,1,0,0,0,0,70,0,0
44,2,145178,0,9,0,5,4,1,1,0,0,38,11,1
47,4,30575,1,10,0,0,0,0,0,0,0,50,0,0
28,4,130620,5,7,3,3,3,2,1,0,0,40,8,0
41,2,22155,3,14,2,0,3,0,1,0,0,60,0,0
31,0,106437,0,9,1,3,1,0,1,0,0,40,0,0
27,0,79787,3,14,1,2,1,0,1,0,0,25,0,0
47,0,326857,4,11,0,1,0,0,0,5013,0,40,0,0
44,0,81853,0,9,1,4,1,2,1,0,0,40,0,0
61,0,120933,1,10,1,13,1,0,1,0,0,40,0,0
42,6,153143,1,10,2,3,5,0,1,0,0,40,6,0
46,0,27669,0,9,1,5,1,0,1,0,0,28,0,0
46,0,105444,2,13,0,2,0,0,0,0,0,50,0,1
54,2,169785,3,14,4,0,3,0,1,0,0,38,0,0
49,0,122493,0,9,4,11,3,0,0,0,0,40,0,0
56,2,242670,1,10,4,3,3,0,1,0,0,40,0,0
52,0,54933,3,14,2,0,2,0,1,0,0,40,0,0
34,0,209317,0,9,0,8,0,0,0,0,0,40,6,0
25,1,282631,0,9,0,1,0,0,0,0,0,40,0,0
18,0,98044,5,7,1,0,2,0,1,0,0,40,0,0
58,0,187487,0,9,0,6,0,0,0,0,0,40,0,0
31,4,60186,2,13,2,0,1,0,0,0,0,40,0,0
29,0,75648,1,10,0,1,0,0,0,0,0,55,0,0
28,0,201175,5,7,1,6,1,1,0,0,0,40,0,0
30,0,19302,1,10,1,3,1,0,0,0,0,48,0,0
21,3,300812,1,10,1,7,2,0,0,0,0,30,0,0
44,0,146659,3,14,0,0,0,0,0,0,1887,35,0,1
75,0,101887,7,6,4,13,1,0,1,0,0,70,0,0
66,3,117778,5,7,0,7,0,0,0,0,0,40,0,0
26,0,60726,1,10,0,1,0,1,0,0,0,40,0,0
33,5,201763,2,13,0,4,0,0,0,0,0,50,0,1
57,5,119253,3,14,0,4,0,0,0,15024,0,65,0,1
47,1,121124,13,3,0,4,0,0,0,0,0,55,14,1
41,0,220132,0,9,0,2,0,0,0,7298,0,40,0,1
21,0,60639,1,10,1,5,1,0,1,0,0,37,0,0
17,0,195262,5,7,1,1,2,0,0,0,0,17,0,0
61,3,113544,2,13,0,7,0,0,0,0,0,55,0,0
47,3,331650,0,9,0,7,4,0,1,0,0,8,0,1
22,0,100587,1,10,1,5,2,1,1,0,0,15,0,0
47,0,298130,0,9,0,4,0,0,0,0,0,40,0,0
45,0,242391,2,13,0,2,0,0,0,0,0,40,0,1
32,1,197867,4,11,2,4,3,0,0,0,0,50,0,0
59,0,151977,7,6,3,13,1,1,1,0,0,30,0,0
38,0,277347,0,9,0,1,0,0,0,0,0,50,0,0
33,0,125249,0,9,3,12,2,0,1,0,0,40,0,0
41,0,222142,0,9,0,6,0,0,0,0,0,40,0,0
51,0,270194,10,5,0,8,0,0,0,0,0,40,0,0
42,0,169995,0,9,0,4,0,0,0,0,0,48,0,0
27,0,359155,2,13,0,0,4,0,1,0,0,40,0,1
60,0,123992,1,10,0,1,0,0,0,0,0,45,0,0
64,2,266080,0,9,2,3,1,0,1,0,0,35,0,0
37,0,201531,6,12,0,6,0,0,0,0,0,40,0,1
54,1,179704,2,13,0,2,0,0,0,0,0,45,0,1
36,0,393673,6,12,0,2,4,0,1,0,0,50,0,1
34,0,244147,2,13,0,0,0,0,0,0,0,40,2,1
41,1,438696,3,14,2,4,3,0,0,0,0,5,0,1
35,1,207568,8,4,0,10,0,0,0,0,0,75,0,0
63,5,54052,3,14,0,4,0,0,0,0,0,68,0,1
46,0,187581,0,9,2,1,5,0,0,0,0,40,0,0
47,1,77102,3,14,2,0,1,0,0,0,0,40,0,0
24,0,353010,2,13,1,6,1,0,0,0,0,65,0,0
29,0,54131,1,10,1,4,1,0,0,0,0,30,0,0
74,6,39890,1,10,4,8,1,0,1,0,0,18,0,0
50,0,156877,5,7,0,8,0,0,0,0,0,70,0,1
22,0,355686,1,10,1,3,1,0,1,0,0,40,0,0
48,0,300168,11,8,3,3,2,1,1,0,0,40,0,0
30,0,488720,10,5,0,9,5,0,0,0,0,40,1,0
32,0,157287,2,13,0,4,0,0,0,0,0,40,0,0
39,0,184659,0,9,0,6,0,0,0,0,0,40,0,0
49,0,214169,1,10,0,1,0,0,0,0,0,40,0,1
25,0,192149,2,13,1,3,2,0,1,0,0,40,0,0
50,0,137253,2,13,0,3,4,0,1,0,0,40,0,1
44,0,373050,0,9,0,8,0,0,0,0,0,40,0,0
65,0,90377,4,11,0,10,0,0,0,6767,0,60,0,0
28,6,183151,6,12,0,3,0,0,0,0,0,60,0,0
55,0,227158,2,13,4,3,3,0,1,0,0,40,0,0
49,2,34021,2,13,1,0,2,0,1,0,0,50,0,0
31,0,165148,0,9,3,2,3,0,1,0,0,12,0,0
47,0,211668,0,9,0,6,4,1,1,0,0,40,0,1
45,0,358886,0,9,0,8,0,0,0,0,0,40,0,1
35,0,47707,0,9,1,5,1,1,1,0,0,40,0,0
34,1,306982,2,13,0,4,0,2,0,0,0,60,12,0
49,2,52590,0,9,4,12,1,1,0,0,0,40,0,0
39,3,179352,1,10,2,7,1,0,1,0,0,35,0,0
27,0,158156,0,9,1,5,1,0,1,0,0,42,0,0
42,0,70055,0,9,0,9,0,0,0,0,0,40,0,0
60,3,131852,13,3,0,7,0,0,0,0,0,30,0,1
64,1,177825,0,9,1,5,1,0,0,1055,0,40,0,0
33,0,127215,1,10,0,4,0,0,0,0,0,48,0,1
23,0,175183,1,10,1,3,1,0,1,0,0,40,0,0
45,0,142287,3,14,0,2,0,0,0,0,0,50,0,1
34,0,221324,0,9,1,6,3,1,1,0,0,40,0,0
53,0,227602,0,9,2,4,1,0,1,0,0,37,1,0
22,0,228452,7,6,1,1,1,0,0,0,0,30,0,0
57,4,39380,0,9,3,5,1,0,1,0,0,35,0,0
20,3,96862,1,10,1,7,2,0,1,0,0,8,0,0
23,0,336360,8,4,1,1,2,1,0,0,0,40,0,0
31,0,257644,5,7,1,8,3,0,0,0,0,40,0,0
23,4,235853,2,13,1,11,1,0,0,0,0,22,0,0
30,0,270577,0,9,3,3,3,0,1,0,0,40,0,0
32,2,222900,2,13,3,0,1,0,1,0,0,50,0,1
42,0,99254,6,12,0,3,4,1,1,0,0,40,0,1
51,0,224763,8,4,0,8,0,0,0,0,0,40,9,0
59,1,174056,2,13,0,4,0,0,0,15024,0,40,0,1
36,0,127306,2,13,1,2,2,0,1,0,0,40,0,0
45,0,339506,0,9,1,4,1,1,0,0,0,40,0,0
35,0,178322,4,11,0,4,0,0,0,0,0,50,4,1
33,0,189843,8,4,0,6,0,0,0,0,0,40,0,0
43,0,160815,4,11,2,0,3,0,1,0,0,40,0,0
60,0,207665,0,9,0,11,4,0,1,0,0,40,0,1
37,4,160402,2,13,0,0,0,0,0,0,0,55,0,1
35,0,170263,1,10,1,11,3,0,1,0,0,40,0,0
36,0,184659,1,10,0,3,0,0,0,0,0,52,0,0
38,6,338320,9,15,0,0,0,0,0,0,1977,50,0,1
54,0,101017,8,4,0,1,0,0,0,0,0,40,0,0
51,0,204322,4,11,0,9,0,0,0,0,0,40,0,1
45,0,241350,6,12,0,1,0,0,0,0,0,45,0,1
63,6,217994,1,10,2,2,3,0,1,0,0,40,0,0
51,0,128143,1,10,0,1,0,0,0,0,0,40,0,1
58,1,164065,3,14,2,4,1,0,0,0,0,18,0,0
64,2,78866,0,9,2,3,1,0,1,0,0,40,0,0
20,0,236769,1,10,1,9,2,0,0,0,0,40,0,0
44,6,239539,2,13,0,3,0,2,0,0,0,40,3,1
39,0,34028,2,13,2,2,3,0,1,0,0,48,0,0
45,4,207847,1,10,1,3,3,0,1,0,0,40,0,0
44,0,175935,12,16,0,3,0,0,0,0,0,55,0,1
22,6,218445,1,10,1,2,1,0,1,0,0,40,0,0
63,5,215833,0,9,0,2,0,0,0,0,0,40,0,1
26,0,156976,4,11,3,5,1,1,0,0,0,40,0,0
42,1,220647,2,13,0,10,0,0,0,0,0,45,0,0
20,0,218343,0,9,1,5,2,0,1,0,0,25,0,0
29,0,241431,3,14,0,4,0,0,0,7298,0,40,0,1
38,2,123983,2,13,1,2,3,2,0,0,1741,40,16,0
25,0,73289,0,9,1,8,2,0,0,0,0,40,0,0
27,0,408623,2,13,0,1,5,0,0,0,0,50,0,0
46,0,169180,4,11,2,3,1,0,1,0,0,40,0,0
31,0,54929,1,10,2,1,1,0,0,0,0,60,0,0
24,0,306779,4,11,1,2,2,0,0,0,0,35,0,0
43,0,159549,1,10,0,4,0,0,0,0,0,50,0,1
23,0,482082,11,8,1,6,2,0,0,0,0,21,1,0
32,2,286101,0,9,1,8,3,1,1,0,0,37,0,0
44,0,167955,0,9,0,1,0,0,0,0,0,40,19,0
40,1,209040,2,13,0,4,0,0,0,0,0,40,0,0
38,0,105017,0,9,2,1,3,0,0,0,0,40,0,0
23,0,27776,4,11,1,6,1,0,0,0,0,40,0,0
19,0,242941,1,10,1,4,2,0,1,0,1602,10,0,0
41,0,118853,1,10,0,4,0,0,0,0,0,40,0,0
48,0,119565,0,9,0,1,0,0,0,0,0,40,0,0
23,0,196827,1,10,0,6,0,0,0,0,1902,40,0,0
47,0,275361,6,12,4,5,2,0,1,0,0,35,0,0
42,0,225193,0,9,0,1,0,0,0,0,0,40,0,0
17,0,329783,7,6,1,4,5,0,1,0,0,10,0,0
29,2,107411,9,15,1,0,1,0,1,0,0,70,0,0
21,4,258490,1,10,1,0,1,0,1,0,0,20,0,0
18,3,120243,5,7,1,7,2,0,0,0,0,27,0,0
31,0,219509,0,9,0,5,0,0,0,0,0,40,1,1
27,2,29174,2,13,1,0,3,0,1,0,0,40,0,0
29,0,40083,12,16,1,0,1,0,0,0,0,40,5,0
23,0,87528,2,13,1,4,1,0,1,0,0,45,0,0
41,0,116379,3,14,0,0,0,2,0,0,0,55,21,1
46,2,216214,2,13,0,0,0,0,0,0,0,35,0,1
34,0,268051,1,10,0,12,5,1,1,0,0,25,22,0
42,1,121718,0,9,0,1,0,0,0,0,0,24,0,0
18,0,201901,0,9,1,9,2,0,1,0,1719,15,0,0
46,0,109089,0,9,2,1,1,0,0,0,0,37,0,0
18,3,346382,5,7,1,7,2,0,0,0,0,15,0,0
52,0,284129,1,10,0,1,0,0,0,0,0,40,0,1
56,0,143030,0,9,2,1,3,0,1,0,0,40,0,0
21,0,212619,4,11,1,6,2,0,0,0,0,40,0,0
22,1,199011,0,9,1,1,5,0,0,0,0,20,0,0
31,0,118901,2,13,2,3,3,0,1,0,0,45,0,0
41,1,129865,0,9,0,5,0,0,0,0,0,60,0,0
25,0,157900,1,10,3,3,3,0,1,0,0,40,0,0
43,1,349341,2,13,2,2,1,0,0,0,0,60,0,0
45,0,158685,0,9,3,4,1,0,1,0,0,40,0,0
26,0,386585,1,10,2,11,1,0,0,0,0,60,0,0
90,0,52386,1,10,1,5,1,2,0,0,0,35,0,0
45,0,246891,2,13,0,4,0,0,0,0,1902,40,0,1
30,0,190385,2,13,0,5,4,0,1,0,0,40,0,1
42,0,37869,1,10,0,1,0,0,0,0,0,40,0,0
20,0,217807,1,10,1,9,2,0,0,0,0,35,0,0
53,0,149784,2,13,0,0,0,0,0,7688,0,40,0,1
64,4,201293,0,9,4,3,1,0,1,0,0,38,0,0
56,0,128764,8,4,4,8,1,0,0,0,0,20,0,0
42,0,27444,1,10,5,0,1,0,0,0,0,40,0,1
26,0,62438,2,13,0,4,4,0,1,0,0,40,0,1
31,2,151726,6,12,1,3,2,3,1,0,0,40,0,0
40,0,29841,2,13,0,3,4,0,1,0,0,40,0,0
58,0,131608,1,10,4,1,1,0,0,0,0,40,0,0
41,0,110562,2,13,0,2,0,0,0,0,0,40,0,0
58,5,190541,0,9,1,4,1,0,0,0,0,47,0,0
62,4,33142,3,14,0,0,0,0,0,0,0,60,0,1
65,5,139272,2,13,0,4,0,0,0,99999,0,60,0,1
40,0,234633,1,10,1,1,1,0,0,0,0,40,0,0
45,2,238386,1,10,0,12,0,0,0,0,0,40,0,1
22,0,460835,0,9,1,1,2,0,0,0,0,55,0,0
23,3,243190,1,10,1,7,2,2,0,0,0,20,13,0
63,6,97855,3,14,0,2,0,0,0,0,0,50,0,1
39,0,77146,2,13,0,2,0,0,0,0,1887,50,0,1
37,0,200863,1,10,4,1,3,0,0,0,0,40,0,0
25,3,41107,2,13,5,7,1,0,0,0,0,40,5,0
56,0,77415,5,7,0,10,0,0,0,0,0,50,0,0
32,0,236770,1,10,2,4,1,0,0,0,0,50,0,0
53,6,173093,1,10,0,2,4,2,1,0,1887,40,3,1
32,0,235124,4,11,2,0,1,0,0,0,0,40,0,0
23,1,282604,5,7,0,8,0,0,0,7688,0,60,0,1
35,0,199288,5,7,3,8,1,0,0,0,0,90,0,0
51,0,191659,1,10,0,2,0,0,0,0,1887,65,0,1
19,0,43285,1,10,1,3,2,0,1,0,0,20,0,0
41,0,160837,5,7,5,6,1,0,0,0,0,40,17,0
22,0,230574,7,6,1,8,2,0,0,0,0,25,0,0
23,0,176178,0,9,1,11,2,0,1,0,0,40,0,0
36,0,116358,3,14,0,2,0,2,0,0,0,40,21,1
27,3,253873,1,10,2,7,1,0,1,0,0,25,0,0
45,0,107787,4,11,0,1,0,0,0,0,0,40,5,0
23,1,519627,0,9,1,10,1,0,0,0,0,25,1,0
21,0,191460,5,7,1,5,3,1,1,0,0,40,0,0
44,0,198282,3,14,0,2,0,0,0,15024,0,40,0,1
29,0,214858,2,13,0,4,0,0,0,0,0,40,0,1
36,1,64875,4,11,0,11,0,0,0,0,0,60,0,0
18,0,675421,10,5,1,9,2,0,0,594,0,40,0,0
62,1,134768,11,8,0,1,0,0,0,0,0,40,0,1
25,6,207342,1,10,1,2,1,1,0,0,0,40,0,0
34,0,64830,6,12,2,2,1,0,1,0,0,45,0,0
31,0,220066,2,13,1,2,1,0,1,14344,0,50,0,1
37,0,82521,2,13,0,2,0,0,0,15024,0,40,0,1
33,0,176711,2,13,0,10,0,0,0,0,0,40,10,0
22,3,217421,1,10,1,7,2,0,1,0,0,30,0,0
28,0,111900,6,12,0,4,0,0,0,0,0,30,0,0
22,3,196943,1,10,3,7,2,0,0,0,0,25,0,0
47,0,481987,0,9,0,5,0,0,0,0,0,40,0,1
67,3,184506,5,7,0,7,0,0,0,0,419,3,0,0
20,3,121313,7,6,1,7,2,0,0,0,0,40,0,0
34,0,158420,2,13,0,2,0,0,0,0,0,70,0,0
26,0,256000,9,15,0,0,0,0,0,99999,0,60,0,1
36,0,183892,1,10,0,1,0,0,0,7298,0,44,0,1
28,0,42734,0,9,1,9,2,0,0,0,0,40,0,0
22,0,181773,0,9,1,8,2,1,0,0,0,40,0,0
47,0,184945,1,10,3,5,1,1,1,0,0,35,0,0
33,0,107248,4,11,1,3,1,0,0,0,0,45,0,0
34,5,215382,3,14,3,0,1,0,1,4787,0,40,0,1
25,0,122999,0,9,1,1,2,0,0,0,0,40,0,0
37,0,758700,10,5,0,9,0,0,0,3781,0,50,1,0
36,4,166606,0,9,0,12,0,0,0,0,0,40,0,0
61,2,192060,2,13,3,0,1,0,0,0,0,30,2,0
74,3,340939,10,5,0,7,0,0,0,3471,0,40,0,0
57,0,205708,1,10,0,1,0,0,0,0,0,40,19,0
55,0,67450,12,16,1,0,1,0,0,0,0,40,10,0
20,0,242077,0,9,2,4,1,1,1,0,0,40,0,0
43,0,129573,0,9,1,4,1,1,1,0,0,44,0,0
54,0,181132,0,9,0,6,0,0,0,0,0,40,10,1
25,0,212302,1,10,3,3,3,0,1,0,0,40,0,0
42,0,83411,1,10,2,2,1,0,0,0,1408,40,0,0
23,3,148751,1,10,1,7,1,0,1,0,0,35,0,0
17,0,317681,5,7,1,1,2,0,0,0,0,10,0,0
39,3,103986,0,9,1,7,1,0,0,0,1590,40,0,0
63,0,30602,8,4,5,5,3,3,1,0,0,40,0,0
19,0,172893,1,10,1,2,2,0,1,0,0,30,0,0
56,5,211804,2,13,0,4,0,0,0,15024,0,50,0,1
33,1,312055,2,13,0,4,0,0,0,0,0,45,0,1
37,0,65390,2,13,0,10,0,0,0,0,0,50,0,0
27,0,200500,8,4,0,8,0,0,0,0,0,45,0,0
36,2,241962,2,13,0,3,0,0,0,0,0,40,0,0
30,5,78530,0,9,0,2,0,0,0,0,0,65,5,1
22,0,189950,2,13,1,0,1,0,0,0,0,55,0,0
35,0,111387,1,10,0,9,0,0,0,0,1579,40,0,0
20,0,241951,0,9,1,9,1,0,0,0,0,45,0,0
18,0,343059,1,10,1,4,2,0,1,0,0,40,0,0
25,0,302465,11,8,1,6,1,0,0,0,1741,40,0,0
53,0,156843,3,14,1,0,1,0,1,0,1564,54,0,1
21,3,79728,1,10,1,7,2,0,1,0,0,40,0,0
19,0,55284,0,9,1,4,2,0,1,0,0,35,0,0
34,0,509364,0,9,2,6,1,0,0,0,0,30,0,0
32,4,117927,1,10,1,3,1,1,1,0,0,40,0,0
20,0,137651,1,10,1,6,2,3,0,0,0,40,0,0
70,0,131060,8,4,0,5,0,0,0,0,0,25,0,0
57,0,346963,2,13,0,2,0,0,0,0,0,40,0,1
54,0,183611,1,10,0,4,0,0,0,3137,0,50,0,0
34,0,134737,4,11,0,6,0,0,0,0,0,40,0,0
48,0,36503,1,10,0,2,0,0,0,0,0,40,0,1
42,0,250121,5,7,0,5,4,0,1,0,0,40,0,0
45,0,330535,0,9,1,3,1,0,0,3325,0,40,0,0
27,0,387776,1,10,1,5,2,0,0,0,0,40,0,0
51,0,41474,7,6,0,5,0,0,0,0,0,40,1,0
36,2,318972,1,10,2,3,3,0,1,0,0,65,0,0
33,0,86143,1,10,1,2,2,2,0,0,0,40,3,0
50,0,181139,1,10,1,10,1,0,0,0,0,40,0,0
44,0,326232,2,13,2,2,3,0,0,0,2547,50,0,1
39,2,153976,3,14,0,0,0,0,0,0,0,40,0,1
55,1,59469,10,5,0,10,0,0,0,0,0,25,0,0
24,0,127139,1,10,1,3,2,0,1,0,0,40,0,0
35,0,136343,0,9,1,4,1,0,0,0,0,40,0,0
32,1,350624,11,8,0,1,0,0,0,0,0,40,0,0
66,3,177351,2,13,0,7,0,0,0,0,2174,40,0,1
68,0,166149,0,9,4,3,1,0,1,0,2206,30,0,0
29,0,121523,5,7,0,8,0,0,0,0,0,60,0,0
24,1,267396,2,13,1,4,1,0,0,0,0,40,0,0
61,0,83045,10,5,0,6,0,0,0,0,0,40,0,0
