sum0,sum1
-4461,-942307
791790,-256534
-215401,988184
-435709,-425991
440509,-587989
-97614,-30725
-757709,553807
-674532,-678444
-245761,955919
-363873,-224535
-970259,263034
224562,-641376
703597,-995413
-996256,-591190
-21701,693860
59646,-437839
-210526,-635766
953830,-620043
181151,122532
520489,-996973
123582,-6711
-958202,-308423
949588,583759
-123959,894152
170537,361374
-970992,-32195
530105,-356657
-733408,8234
-316572,171967
668368,-9155
-574901,452261
-755636,769355
515194,854580
731731,-351665
-8765,-657495
670288,-322158
-335440,970225
-657305,894766
474784,306630
-288269,327016
-496786,-531343
424920,-553758
-513503,-376272
523910,-184688
287788,29576
998895,789513
2318,622316
836724,820774
248727,408600
-920967,266036
729408,-825104
-513375,639349
615800,-578623
-323387,-364107
245527,798325
-210140,941325
-382030,-931024
-670764,-122820
29110,-885073
-829091,560434
537574,443752
-815501,493027
592616,81825
-506526,-642246
324292,332043
-410915,35062
763285,-304409
-72250,95930
709177,-339427
264471,-646986
-556435,387531
105361,-255236
-335344,953711
-344260,849185
160619,416244
-219279,-793440
-245293,-901024
-195489,-768033
602034,976286
-846006,992610
-695546,-110889
144072,-436082
987532,-752669
897842,-435016
197140,61532
-710826,-340670
-356584,282388
-631013,-429191
-359874,-63600
898517,-227200
919770,-471378
963596,-408803
-324159,835564
55360,-149730
-134997,295718
-488422,270871
982246,701882
381141,488299
-385035,739758
918708,-855719
912971,-376969
51732,75169
-420906,-556366
-136840,951016
934960,156119
-973479,-165718
-748476,74239
376534,373767
866625,994796
828428,-389035
534377,-132630
-224667,-590650
313373,-756992
864371,-547887
415263,146582
381961,-192339
-803547,-563603
506757,797087
-920190,-838421
600580,204542
297743,150416
220814,927828
-387305,435126
-440326,568833
857869,254410
-631764,77688
-737136,-837366
973395,880693
883360,-627341
-196995,-354667
-678342,820411
176450,-392743
93497,-503594
865590,-833344
60116,197938
-622245,-41904
-567845,135041
-270091,-933402
773615,-42756
346691,399286
-422610,900200
-327570,85495
99715,811052
700380,-600058
849870,-101376
-742684,-592299
-963562,39681
-204391,628765
524241,-42279
255238,155196
647213,-826658
-620750,407680
-874213,927620
935741,-40366
150207,785657
-732951,-851807
-695319,-790982
359369,-955907
310669,-24842
-834975,136792
-209434,-860842
50000,-236718
-288966,-21534
-837993,-943763
-667717,-936385
989468,377051
-135444,640107
126686,-528956
530517,900123
773497,-379357
-967687,-431180
-879580,418330
668634,529252
229258,175926
350707,-752194
901374,-328903
-451497,983360
954988,-450055
-761883,-285624
-602910,630378
860381,-192600
46659,-653626
-746671,-164452
875132,23802
-165578,-533726
-516020,832161
-366423,-23190
999799,641554
-703550,220965
-338503,-639006
-150266,-426450
-792510,491520
-665841,-937412
-523447,-573033
-189239,989148
362611,-967142
-302040,-189867
924075,-944464
227173,263691
-853138,731516
685142,385842
-593907,-682421
308917,707792
-743124,-611803
-831929,526890
-473904,178755
16743,-463846
-308527,729514
-202853,-732588
698961,56119
-506507,-895735
970033,-882857
-840803,-850991
238388,-474106
837329,949923
512194,-59446
491395,-466480
145968,387594
883198,97462
364605,-770419
141877,-592320
-254996,-572405
156798,-268101
2004,689227
-103420,319195
112314,128282
-88594,-691606
941971,-581250
-573573,-828296
441953,299203
-95056,550098
488623,-241712
-638744,-803651
828931,118981
-680892,-200560
-824819,-949281
-688201,-299344
-23142,696028
-599200,48050
-938503,722587
567500,175369
-753987,780913
405289,849961
145762,690397
327260,404234
951115,-68720
-599532,-30613
722498,-244556
22141,-59403
-193822,968912
-809999,-585462
246670,561708
689964,767208
-785871,-818266
-365970,756837
526390,-963373
894675,-129214
770843,433805
-694150,41594
-898075,174960
753743,888812
47246,85679
821981,-968626
958627,-385219
-188630,114227
672917,-895841
239457,51237
-271763,-19387
-50624,512908
457500,-302802
-965851,-73048
416056,-283112
917533,241666
981380,-286146
10386,-621299
386520,12643
760679,35543
-267002,-751045
318406,-891180
851377,19870
-248308,-135030
72814,-228659
103719,986245
-343244,-902891
203387,-807508
-696661,-797583
-386922,-807036
-271182,189125
-224168,240100
-353577,853102
637045,-146990
835560,-714836
-468865,-738299
170948,-990970
24962,-614879
-614628,280763
281418,-778396
-844069,-672954
-680046,-875210
898770,-956276
-801058,208588
-829720,-882273
672832,317846
-760564,-264554
572255,-604479
-250012,127275
881137,557275
-415294,484155
-895689,991104
131048,-467207
-738845,408241
-495393,769512
428365,127551
523558,946042
-917037,-276117
597166,539690
-403254,-996185
-856033,681987
807013,-968920
62121,728913
112733,136690
85491,-796300
-28136,-347332
-683545,236052
-360972,433318
-664025,-579776
-900926,842411
-255805,228195
641935,772140
439781,213076
-26977,-33470
928729,-941662
527297,773578
503493,-458959
-794658,-305660
-911147,-545651
431811,-464097
-483521,-896494
-322454,-753794
483584,745455
843316,914028
-254019,-3572
314004,187230
-898225,481543
433731,803968
560620,794711
679698,880005
-432819,522341
-292250,-225337
555019,186481
-494021,903516
-85483,-575118
100064,390828
-999221,291042
808276,924711
469668,-995440
912981,-383518
420111,-473570
-50563,-631723
-659808,480455
-382318,166206
-857783,-872330
-280310,-814637
-896534,-367434
244386,-969558
576189,-813139
425566,309361
-409470,-890479
549461,-34048
-531615,870369
-659924,652891
-703104,536337
-755775,-968397
153084,81231
-587092,-732956
-700127,501522
182804,-146846
-310794,697751
836897,896938
-79804,-426455
649744,657009
728415,584490
101960,-225669
514940,-240742
-446888,815385
686437,147715
994317,-518556
760029,-424065
756163,707228
851764,-599268
708472,-665020
350852,-771318
782058,-501539
613611,-574736
619366,289397
-322302,616514
-579912,6253
132008,-758109
-367762,-334642
-789092,-297935
394952,-419926
-847829,877639
-619055,-576328
370807,-727407
924727,-453735
309196,85708
907877,-903358
140265,-90550
655075,320628
496290,-304575
-605310,-317817
116598,-393521
130062,-674242
992167,185653
936495,203992
-111375,-63257
552843,-272388
-809671,-473770
-139612,-97550
-900334,291569
-505071,-57848
-396652,668924
523544,756719
465991,776731
883010,780994
-403951,184521
191718,-131539
83328,-758401
496263,-710374
812280,352247
-283855,-993626
81571,335974
-706150,-342428
-49569,37802
-975095,-243594
270240,-98138
788785,-304617
-623569,251287
296502,-361984
-464839,-237120
285009,-244626
-371720,196576
-380962,-822675
329081,12226
252705,990799
-404166,-178825
998504,-135613
-382068,-904958
-669403,193701
-963274,82314
-786334,828355
93353,180508
-666142,-421262
481477,-274795
379740,-612978
210897,454079
867755,590638
93689,54320
962626,-23141
-792110,-671223
-275244,523196
671082,133273
-637631,-110987
-785253,648384
-781544,219726
851225,523964
-553834,704052
200788,290887
581331,-943216
360182,252732
-294683,618469
653129,-134055
190282,-971814
-344588,289540
87508,-64860
-665377,-231580
-370192,787872
348593,-169221
-890861,956220
769280,-945691
-822155,-987477
-338862,27072
-422355,467451
-161875,479680
489765,-574764
966660,98613
332299,-35482
182668,-54004
-302244,149891
-635280,142451
-420476,-121162
860499,-885848
-682054,591835
675696,-985815
751949,547393
169235,921544
436998,-807615
-217312,-847163
-945686,377369
-853709,302534
-389237,58404
84336,-285936
95844,177010
244963,-276159
650473,484444
108065,484947
920649,445424
357726,-220683
-106090,-242024
-584659,-352157
673331,-331401
-777416,100929
250297,-236565
114043,167066
958256,-187057
521087,-402189
871252,401075
-788475,108820
-57017,-73564
-979096,469707
228548,167988
-600050,439581
-538006,-30025
-231255,-941036
299466,866267
389213,-703440
977360,-837349
-649434,714995
242481,372297
-213749,533772
653720,-983990
-705754,-570371
-640501,-507834
641491,-956913
-958752,-604908
-559701,682710
-247599,418416
82928,159674
-927815,-85339
963494,213781
652156,-569539
-477765,418303
-344081,-98318
298912,331072
706544,204564
-270502,25157
909068,318133
453202,494302
90377,-249035
-928511,140579
-160158,-121068
-615280,311426
249191,-917656
607385,-935466
916187,-340900
-454976,-555068
690194,-616268
365510,354459
850206,842413
-80529,224418
588659,-504835
768674,69512
-793872,778516
-62318,-647728
83781,290003
-646820,-733433
724578,-594098
908187,418496
856532,-246453
505092,89565
-657250,62630
926515,-212603
456820,-718262
853852,151472
-350349,-454944
-295900,454536
-470533,761990
869408,-636981
-663838,644919
739843,-727776
-231381,425526
-839379,-118620
881918,555852
-76827,-28274
531427,-32228
-219031,-554801
-614662,394207
12123,573800
119173,862679
839563,381445
-282647,327369
9575,535772
-311542,333044
432193,-358996
-5150,322357
-623753,-227988
346301,-826978
963646,-791008
307926,-916507
850333,-760108
683150,29254
717892,-713288
223022,-990448
-553996,-158667
830275,210642
247328,-552137
163286,340393
-327210,-198958
-481380,540483
222202,190775
794810,-574608
-377902,636240
980995,586730
-497803,-934139
-452001,-952060
-897395,865690
-71257,-95653
-368096,-57813
894463,437987
829112,-203218
-472489,480432
939933,429637
-133809,-330212
636456,-760885
713909,-606066
649144,-430310
-219439,-574889
622083,328288
788222,-806933
478430,-918699
-33143,294678
382944,386372
-893138,-75210
-66421,-386618
598045,268079
624240,499101
-378427,682021
36054,-966185
335272,-603647
-56371,-685100
-102770,-899237
55553,-422050
-701441,-118929
-191924,-195078
-629172,402274
649544,-17829
-63198,-632861
241088,994156
356236,-68917
526730,214094
455654,374820
886965,689798
540905,-657606
-422221,-679044
-637517,171136
-434493,539282
-844819,983979
-927868,-137799
-846534,-617610
728828,952544
-1056,774796
-443071,-705808
5439,-555806
98981,-371660
120235,-746267
-967657,917975
-521945,-671643
-154653,208356
582274,651635
-481257,804487
-214255,648603
-476842,-192629
-949466,492605
-456401,764569
-302534,297606
-373036,186533
-411927,-609562
-613960,-372604
-922575,670185
-92724,-143659
313075,874343
924658,281485
528592,-814128
871692,142447
-376996,-79722
-222397,-721124
315530,402863
904577,881294
774820,250416
-832951,-199993
576448,-795683
-432111,-350153
-217827,948068
-509612,544672
-973402,-958108
-860389,979716
236288,-609317
33141,-576887
-399555,982279
-118271,-225881
-838979,2987
-679960,-86530
504115,807908
637130,-368105
992945,528581
929579,923487
-366770,-648298
897858,-695501
-638654,113311
952969,827543
-813040,-321318
412147,-568819
-446357,538600
85887,457025
-247113,244753
104371,-112688
29933,-673042
321911,860188
126711,-79262
-542720,43625
387763,-79096
-342259,-424590
-809431,777162
-198488,655271
-13852,-284066
-905036,659151
-833742,110185
-853169,383381
842813,386891
-140832,723410
523077,-596201
-240687,-576761
919836,-753027
888337,262779
422018,434339
23123,-230340
-996352,657868
140362,-255769
519110,-947262
-246976,953755
783606,479586
-674595,-990242
311230,405057
-512900,21007
236135,97614
281628,-404763
-625437,475346
484875,-577518
938300,-92065
-941300,507638
645379,741669
-88601,159419
-190064,-551293
473120,-429726
624603,556375
304376,848233
453425,776314
-591391,813191
-7696,956781
-786141,-471647
-423670,556686
-994386,115825
-55477,-158010
-648505,-418459
-913372,799730
-682906,-132044
210681,297843
444875,891051
-728183,-763528
-229902,843578
214016,285715
-824845,-182840
-498792,-570781
210151,-627350
-890878,948026
-265877,579732
-796270,521951
123862,80238
-78975,-865437
347575,-984741
-298719,-368225
-926569,642012
813410,-383987
59458,206134
374245,-177411
964602,-339986
-717025,731409
758512,-649079
520348,849251
854986,-147611
947678,-187265
-483223,-734951
-101901,580434
-473514,464117
-933160,-811650
363471,-813704
61588,-846362
570395,-608452
27391,-667299
320017,-270301
-580934,667383
34298,-689319
-557388,-872136
-390207,-340233
-751624,2744
-791251,232900
-456189,-97699
-751936,-319934
101946,-869053
442915,333286
-289831,85974
-28315,651496
-189844,-225731
-517896,211109
415179,181534
902623,-602582
-770101,-160167
-780129,843320
-740156,469226
-538410,-553044
-320077,-649738
-652456,296268
150755,998388
188206,442747
103710,341713
-117662,974758
-676617,-516156
155029,848824
-881682,-306239
813861,691769
453691,263782
-602258,48591
-839852,-755104
-223655,623997
134171,701737
840513,-885793
-839710,98778
-180821,-901558
495566,867160
693731,3073
465538,-968629
680613,135159
-517885,196764
-484327,520209
28376,696752
77292,856897
489569,198508
60344,507530
-815846,-184423
323350,-410568
119648,-643504
133939,-916086
-235336,-922337
-321528,27667
841703,-540340
362564,-622939
-786681,330371
-645843,-141109
658656,632667
442362,-581281
466554,296591
-782276,-401140
-998124,-805478
-195563,950090
-89924,-483385
691195,197881
241399,483733
-610153,555871
707762,975720
78032,743337
874697,159160
-809902,-120941
-155075,471099
689369,53336
49042,-580102
457538,-983664
539086,812223
713718,620516
-25549,-731556
-33455,799724
991344,-792773
953694,-251432
379434,49049
77880,465902
-349464,827036
-249460,954448
681906,147193
691718,833768
244873,526631
-35739,-133859
-597879,712233
-657476,-616623
-917919,-875041
-456815,880261
144103,521090
85855,239217
727988,-672785
462032,-227749
61673,-640589
-250136,791674
-836926,-372477
659456,146379
17091,590440
-200975,460766
-401799,152905
-516314,-307242
-943854,159535
374770,507364
30627,928727
497067,850138
-621649,-232550
292737,-981374
-719249,-690185
434477,-498003
-448250,-592896
711487,-553686
-358994,-928951
-453543,765773
-178600,172829
675172,-922231
123515,885832
753851,110607
-487125,418577
-150393,558642
-418697,66112
235217,652215
-471851,-128735
187396,-905147
210756,-805122
982789,545026
-70223,426548
-897774,-776882
137306,95982
-252728,-385154
65100,-424215
378008,-191590
-130046,532678
-481224,-714115
-574724,318382
-326641,233833
-133997,844575
-661381,-691912
878279,-127513
-796579,-609289
889060,-636056
961824,-22985
-883968,237759
-930926,-126899
-429737,728500
-586240,135906
-704138,-66606
563379,-567021
602084,266338
-815598,472054
-761444,-96727
501871,-100709
-915176,670402
743288,755213
-367642,-268221
-959544,650602
685245,-693142
756106,353801
38154,566377
308627,748746
-362671,-32667
151496,551085
-430139,152259
-412847,100504
-41601,544328
840089,758291
869787,60319
781555,-306603
343431,327765
-584912,652203
-273028,-184825
567063,-978086
478225,-325797
99340,288154
490442,791138
-151984,-218772
-521765,609131
-941430,-456893
-980119,-384723
710129,-887309
-411285,74148
566776,-797872
-932663,-743836
164689,-563205
952192,-393685
431114,-402409
639075,-982863
644623,632929
-908817,761270
-500927,-973931
284722,-273776
126403,-418655
263348,883196
-491962,129345
-988352,704642
-425222,698967
724941,711880
599793,271227
111778,-514954
-38134,-278503
-111054,555314
-23728,-790151
-958713,-942932
-479863,-375438
-969941,568351
-400916,211939
-189947,106571
-407317,56441
-331115,-55090
-883352,74438
-196154,-885345
-918284,806576
982125,-179472
804331,-110241
805735,-939948
-947885,233737
-443089,-858472
38902,-104038
366301,-528905
-774144,-858336
904034,-869659
-479688,-248487
753814,-321164
387644,488838
597133,-219651
-73187,326585
-888636,-93517
-930436,-518919
-603567,415749
-822035,-197559
992417,-270862
58287,144339
877926,-217283
493840,-835149
-949747,401274
-53411,-467970
-676987,-128645
-775065,64447
936860,-3073
-770760,-367539
921470,-974339
-305137,887179
301644,941652
-784082,544792
-711737,953615
724555,95614
-886968,-603831
-20648,154122
694288,357917
693444,421450
344080,157625
-6092,813861
101265,587330
773493,-758558
-955322,974172
438133,555947
222399,-885656
-533903,-36208
140930,-500881
91941,568177
-745870,-584755
-373378,580871
821921,-109928
-579182,736625
-777924,677654
336223,122582
-703062,223830
-690902,299612
-715322,405182
42690,918994
802426,532111
468471,292869
-813287,-424082
278832,760062
-8120,78425
-983738,541088
-170803,948798
-712210,62174
-678378,-956227
652247,-280107
-373862,193339
937609,-394876
263114,308355
-293991,-141146
-146304,-303638
803097,-775321
-353673,567557
-929382,-91438
424616,-740558
398331,-230887
-68132,-176545
-770543,-257797
-311558,50884
-385821,740963
475599,25897
157870,304906
-709377,721290
-428896,552216
367261,-412094
-346396,-314636
-652680,-992440
-136869,653544
201444,197902
-845480,-124513
805269,-601514
43448,864415
-740222,924247
815052,802144
307992,-809368
-593623,310602
-275521,-461526
88901,767933
-34129,-256132
-640059,-996196
-145759,322146
-703049,806802
270474,60562
141403,-493122
-152486,703254
-980743,528029
-125529,-809455
-935783,-658090
279605,-679478
-277194,956749
-768876,-808689
308729,-126494
-825284,-805414
-611755,513005
-362905,-512284
-72755,265010
-284517,657021
775273,-676408
-763802,-690949
-456130,486238
885270,26855
328226,243334
806432,525472
-813312,214541
-156661,483229
761139,804811
-475275,142213
515630,-222542
174685,-377211
-759139,-786013
584641,348530
509533,-781969
4624,933837
897228,-687296
-287602,-562710
621514,988299
-703041,-107002
-801355,-282953
889359,845308
157711,261976
936492,852743
219278,-807765
-884757,-336796
-773810,-893266
-862682,289917
370017,-527940
-147497,-204693
874946,-340506
-490770,-760964
762735,-510788
-560652,483210
-467040,51077
-879033,234456
451970,246474
521750,101862
565707,-134188
-931294,68889
-290044,239887
441752,-965457
-676074,-831247
661350,-146480
-938003,-360978
108027,-835591
-608924,697892
42168,167929
656573,-403174
-580068,212788
62078,257167
-940647,-122444
659040,-670595
733780,229246
833690,478985
320718,851592
-992900,-428579
-405747,-956546
-286921,-342810
-915198,961120
349224,-45829
642059,-115871
266672,-118278
967687,464550
-308788,-858614
301636,253164
596392,427177
618807,776265
297506,-422846
392738,853691
-346364,-47342
-719340,206659
287447,-360733
-702763,314863
-223700,-814188
358842,-11269
-629299,-23175
854017,-924427
135104,-209437
593807,466639
-131798,923577
9320,-684917
392446,-547340
199583,44444
733140,-263562
106393,-296623
334917,19964
-297563,-669497
376835,69931
-365899,117375
-173544,353343
765321,-433270
-814987,-785512
390267,-984030
643486,455126
-450833,-511704
-572878,-675633
593288,88681
551656,622483
139176,-199052
280335,-396897
-160020,-957383
-791080,-962295
785313,155680
300893,55337
-575559,818125
846928,287146
321381,221489
189172,50247
834899,-986769
62738,-317154
-706568,-149255
-424176,370032
-371432,-826928
234190,-872967
185150,-365353
-370976,483335
-204733,-531796
-60808,-159125
308910,928584
-651183,-510283
-641518,-350762
442830,859586
-16412,237550
919878,393543
179114,-550462
643825,-324422
220553,989825
-670950,-558114
-674931,228630
-532799,-347345
-876339,-976543
-443604,843544
-768533,-583326
-125520,688802
986884,77887
-93571,593943
-436602,330882
226323,-532664
-547943,-962372
950080,25083
679909,-796526
-205094,44858
-885166,-584156
13743,52304
750883,387197
957394,-710114
907275,26671
341865,-254194
-706605,-91709
808449,197308
284629,126177
10031,-367072
956171,882588
51728,835620
-288235,627106
580651,-814319
87359,-916693
724851,-697245
-26933,773598
-316441,-625978
943579,130655
828890,44269
332204,-855549
-517357,-960936
377940,-215538
-186361,-213206
-809385,-904420
-956542,-467897
427065,-297516
-128124,164877
-165262,823962
162871,-158883
-438220,363160
773736,-552856
443268,307038
954474,99669
456464,890401
341322,803313
739128,224711
338680,476360
28899,860362
871440,15201
-601639,472068
-91307,-939269
-321552,988129
-102471,-915476
966104,737178
-235017,-208913
894519,-72656
785035,157422
500719,996051
-869721,972351
655070,-667737
-492623,282543
294492,-414424
362446,-690580
272088,208175
-810238,249710
-467885,868452
943816,648685
-36353,-172877
-847922,826992
454779,-299803
-902816,834857
503548,-674724
-486245,769087
-944229,-110255
754380,285720
-751201,-294694
-908371,617302
684287,401801
887730,770958
-898945,-788459
-224199,-77632
-402068,-10
-861322,-969636
530908,705466
285424,-27683
273773,245260
-9630,146935
-932386,-951685
-148628,74037
969123,29233
-229332,897151
815973,-281303
-919404,-750758
289175,892880
603714,311379
-611316,-606946
-700183,909150
-45922,-181268
-466150,-506030
-105520,547178
689712,-973982
-660769,958402
768174,-563037
-46094,598474
996128,785604
-539020,-171408
-925534,-496548
398632,353812
-363527,797148
895578,513836
803124,-338798
-815278,-213559
-221688,-147310
863577,-814591
-209985,-270952
-276665,348516
814244,339835
-53650,662459
185215,-682192
374482,146502
-355897,-884908
51668,-60652
-215135,874967
641460,951529
496695,332064
-752106,308135
66981,-80085
620419,-17449
944146,-755878
163529,612450
47159,677590
-271278,700042
-73133,-951868
-930594,-559667
-22246,-310829
99168,-419472
-248404,-358787
589366,889096
-778818,-596041
190831,356134
-945446,193369
405790,298936
411174,755528
-532566,-44780
370760,349572
921571,-433917
-827055,-549112
-781704,-217541
419672,397454
-478723,949341
-886819,-18906
222938,-932646
-432794,-796042
-139327,489448
934438,141917
-936812,713753
950677,-800030
-914462,-260616
55425,721315
-534517,-680855
-148712,-493793
-676546,-947610
854999,664803
886237,-961116
-615752,-596270
-422677,-512647
-34803,403640
-613177,311796
557035,189818
-385345,331942
883962,907311
578725,-347191
-593651,-674484
945213,-434895
-278888,230725
215474,-510521
312540,-881969
-908426,698204
-264809,-416176
-847825,-275064
122807,541235
-222977,171445
-322757,201499
791315,370696
968709,-930941
554223,999805
110442,184771
150415,-866235
471567,333496
111784,90246
30719,-338831
-35417,983886
-133017,807337
-608271,-880148
-426984,-639639
-149727,719010
217159,441938
464640,758675
815646,833818
134517,818515
-409503,-322950
-257075,-439320
96564,-721322
241970,-377956
199103,-990132
-599298,32350
642840,-401633
-744846,-573847
499985,80047
191683,310409
433628,547977
559084,686003
726210,616616
620031,-834848
927972,-155431
-29968,-174352
71475,157221
-213621,805744
493328,-877450
911181,-54449
661248,719740
-398067,-480733
-559992,-781439
980550,903417
734570,743839
-758632,623515
-225530,738121
-802605,-380725
42198,-477819
107588,922433
-664280,617400
619666,-50118
-455441,733989
-703293,-254958
-574664,-476854
-80021,-985417
932492,892509
-803951,-78867
850947,746207
530726,624519
657546,529698
258565,-34105
970498,204989
-227468,-879947
966209,63311
115679,241600
160093,911639
722839,242646
-942033,-775835
-759935,-815132
-414908,-191108
533464,847698
-86395,-412034
-332438,259673
-263658,658141
741204,-283279
94136,-511459
-186922,70563
-640004,-543990
914412,401155
668612,-851246
74736,-963311
415114,647804
250544,-527737
-296628,-950658
364797,667528
-341117,-181294
-46514,132071
-49848,514355
42966,-172120
-640539,-167755
-918438,-767085
-122326,233759
999865,449212
540531,-485334
-762927,730540
179626,-6195
760072,-165293
-535152,-841736
457754,775604
-835084,-796406
-669363,-196980
-155224,989516
-69840,-493834
237005,-874263
270962,394666
-896067,639264
258590,267803
-271422,-311836
835686,583801
146887,-783120
-561050,564846
585674,-623859
-752914,-930749
-651318,-449677
-290437,-132406
825619,874978
112810,382726
-418357,486153
999263,926110
32702,-532614
141022,-541046
79874,941639
-413036,-287990
-929873,38015
141618,-531925
149047,-248234
-657609,-572162
968002,307177
558894,-223858
-716927,-532954
-833574,-169736
942232,448375
-270253,746078
45453,-600048
8646,998346
-173377,666952
481690,-226744
-928218,-484400
-78891,727033
-517018,-561690
16265,139247
-23428,419198
-744493,-497931
-587046,79533
442927,561532
-47327,418873
399427,-391225
902033,60914
165798,-571041
-438725,-968538
527007,499479
794355,218358
-302079,388709
-89349,130520
847847,2358
-220400,404617
-576789,517068
756012,-752182
-352722,-210136
-100805,755988
-289037,-710974
304201,814288
537667,393784
-107878,766962
-320598,-366330
-112334,-588993
-783293,711613
-662297,252114
9674,-781693
-217414,414170
609998,312312
286511,862476
836685,338966
-13481,-543608
-236879,-257796
514991,-398466
204157,-757675
149601,-985845
313940,-114213
826279,99503
-807527,-16696
921086,362637
-525886,255763
372136,87798
895305,280978
356504,295453
-591140,-725906
823034,115110
-410489,-726084
790936,675044
937304,156072
393648,-192104
-626315,538370
809846,452968
-273193,277753
523893,-343391
308773,774591
751357,678115
-381,-975618
622926,74451
410496,888512
-588708,782100
931065,432460
19547,-818907
146389,755493
330461,605622
943848,-680636
-308729,16549
-619719,-956405
-861152,359180
82219,989971
128652,756998
-606430,-891053
669604,390207
-58030,78235
-747810,381815
234157,703119
-994156,-943286
753352,884076
-409139,-998220
848069,-63653
-999323,-941310
816531,752426
646612,471783
741665,521769
379647,191917
-170968,948612
132270,-398100
-651864,951874
804085,699197
424591,-994846
500790,802582
782450,-229235
987850,-431210
614656,-715685
-835116,-218573
-39503,-594568
104548,-865915
826130,315559
-952529,-321383
-924366,-534736
-251082,-643512
998742,647850
-548655,685099
331718,-781994
162533,582642
-796347,-295467
-11360,-144979
-211374,193501
-724181,457536
489360,-538789
386688,-624639
969397,-424994
586363,691772
-462999,635068
-792035,-932510
-463450,-538270
426400,146840
546648,378758
677469,-56298
-436952,-634278
453935,525998
431716,-460163
-581919,450885
16278,-2362
639364,-261852
-687102,-384948
898841,-962527
-123625,187009
471805,-671073
189732,497846
583628,624487
-714606,58352
454844,-436397
941081,496525
356351,665851
758894,519088
-246441,-597572
162556,-791084
-563734,-349383
-941437,-414419
512524,891055
-247231,-864212
278266,503570
-580618,299174
955414,-132042
-257727,622384
162995,809547
-281725,-987716
-989444,-35599
-170020,-436848
-317899,-29624
-417426,904666
298971,-500597
-637181,256914
957283,-338655
593930,464667
272071,-776931
-875594,266814
372621,-978251
589942,34189
-777590,295406
-396695,823953
177949,-351965
-32848,647651
314412,671244
-156339,693477
343722,-547662
-876616,-999044
337133,425516
635713,-898893
-803399,859386
-500205,-212235
359364,487810
-74827,355536
-475450,-736490
165364,523742
455571,-600372
-837070,394657
504069,876968
264278,-978256
512730,-473418
957259,-50164
-346623,178379
157261,-278196
-69244,-991467
261297,885148
344737,-869441
127785,529280
430310,-304212
-826915,-471583
511468,-576287
668709,-942844
640235,208665
-528305,-904674
-734214,276353
-534755,98148
-391054,-498041
-687208,433764
323418,-532635
-589712,744767
-174513,378381
-989415,-278632
-602468,38622
-954315,-60771
-244429,-563199
960490,160081
-263736,-651697
-614768,-672419
106378,407005
791506,828235
661479,-379348
-219976,-880491
66016,775558
434768,98889
-961905,-105838
220113,294700
-888415,502877
-788361,461744
-19412,148936
762546,-126358
-805250,177418
-441922,-376311
-394756,232120
-570104,356592
-199107,-77203
-595343,-328980
20037,763962
-804035,199512
-473040,-326506
-462495,-169278
568749,-260363
173012,-490472
276098,66163
-1724,-436118
265381,-872319
-240953,-974312
-531446,219621
423878,-418529
63635,788088
-551218,-800692
-762745,832324
40669,-167969
778245,807479
924653,151113
80936,807320
478896,-426353
-487682,-42284
-212504,-178333
-619179,-454428
-146601,376766
468044,-706175
70574,225006
369980,327756
917617,-544038
-902295,842831
858418,-384043
-892941,-547625
-899236,121758
14551,-775983
329135,109542
594956,462338
-590485,411776
-345170,-185776
602894,-582225
588059,757816
838927,-362929
978711,-102899
-835287,943724
-660282,882485
687342,771601
-839518,-10513
29444,910786
-119705,172250
-339231,-843131
713139,-470449
475823,-597289
-115758,-448549
-179923,-404403
-942491,510522
824843,-140282
-127916,162153
459949,729190
773645,271738
-361122,-627710
425427,333613
-3872,-233915
92918,-428158
-783022,326961
112483,638291
-475731,205477
-816268,-697624
129080,-913198
349390,125308
-917093,-511394
922962,921267
-935403,664783
-885842,488032
494916,988017
-811527,-625472
911030,488910
540501,277458
912654,935200
407907,-332690
935049,726511
695955,777257
-762272,-471459
6917,258635
-652675,-783322
-795556,431871
-97716,686335
-204282,-182541
-194657,-666241
264533,480341
-937617,595492
-514699,608052
195377,337544
-732998,-82232
-358120,-194512
-315864,586438
-327921,207514
996945,397352
-219925,359780
621822,733110
812110,-58990
613032,637370
349862,373655
152661,-423022
77851,-238133
333308,-293024
-30564,479910
924416,-48627
118524,-304911
-484793,817286
510075,-68642
834405,316416
270620,-350456
-794406,595998
522546,-912563
347902,762453
324296,913388
-917566,884535
966966,671944
307582,-829425
-176798,701083
801210,-808863
-483378,-248020
967489,240296
-642456,-653524
26828,-91599
-263248,-553812
387091,-383491
106222,706588
-632497,445465
118623,-718566
647160,42125
270537,164923
184831,-977874
-875847,-473957
196205,481376
-942031,-961644
-804925,995667
-917335,753330
-246402,-224922
503097,509411
987391,-369724
-523038,730321
-629776,431639
-359949,-493897
690138,423754
761604,802874
-323615,-553035
-888386,-148979
754759,979170
-281247,522627
258233,128232
849532,-803689
-832657,807058
519598,680985
-997711,312036
-527908,-948734
-669987,-398826
364184,-151912
-322699,-402222
786642,925454
-397013,25468
606620,161703
143936,-549300
790818,997738
-749764,-34257
-83166,993550
898790,-302821
583114,105634
-450549,657983
-567960,622200
-240885,-643641
307451,-114200
-162393,152268
-535571,-987912
-932241,592377
-555103,-930360
-73606,566719
-857047,-569700
561365,779931
450669,-142136
590446,-461535
-42674,544916
-276636,-973030
-640973,-773711
-901550,-545720
-671206,236826
-594868,245396
759588,542892
989672,643472
-842609,394643
